station_id,state,city,station_name,timestamp,datetime,at_c,rh_percent,ws_m_s,wd_deg,rf_mm,tot_rf_mm,sr_w_mt2,bp_mmhg,vws_m_s,pollutant,value,station,hour
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,11.0,89.0,1.0,58.0,0.0,0.0,5.0,982.0,,toluene,21.8,"Ashok Vihar, Delhi - DPCC",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,,,,,,0.0,,,,ozone,5.99,"Aya Nagar, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,,,,,,0.0,,,,no2,20.36,"Aya Nagar, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,,,,,,0.0,,,,no,103.42,"Aya Nagar, Delhi - IMD",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,,,,,,0.0,,,,co,1.85,"Burari Crossing, Delhi - IMD",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,11.8,91.0,0.3,22.0,,0.0,5.0,742.0,,toluene,36.2,"Anand Vihar, Delhi - DPCC",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,,,,,,0.0,,,,pm10,482.56,"Aya Nagar, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,,,,,,0.0,,,,pm25,209.44,"Aya Nagar, Delhi - IMD",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,9.9,82.0,,337.0,0.0,0.0,5.0,974.0,,benzene,3.8,"Alipur, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,11.8,91.0,0.3,22.0,,0.0,5.0,742.0,,so2,28.7,"Anand Vihar, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,9.9,82.0,,337.0,0.0,0.0,5.0,974.0,,co,1.49,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,9.9,82.0,,337.0,0.0,0.0,5.0,974.0,,eth_benzene,3.8,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,9.9,82.0,,337.0,0.0,0.0,5.0,974.0,,mp_xylene,2.0,"Alipur, Delhi - DPCC",0
