station_id,state,city,station_name,timestamp,datetime,at_c,rh_percent,ws_m_s,wd_deg,rf_mm,tot_rf_mm,sr_w_mt2,bp_mmhg,vws_m_s,pollutant,value,station,hour
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,pm25,153.0,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,no2,67.7,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,ozone,9.8,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,no,221.1,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,nh3,26.5,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,co,4.16,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,benzene,3.1,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,pm10,795.0,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,27.9,43.0,0.3,24.0,,0.0,2.0,749.0,,so2,13.5,"Anand Vihar, Delhi - DPCC",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,,,,,,0.0,,,,no2,18.1,"Burari Crossing, Delhi - IMD",0
