station_id,state,city,station_name,timestamp,at_c,rh_percent,ws_m_s,wd_deg,rf_mm,tot_rf_mm,sr_w_mt2,bp_mmhg,pollutant,value,station,hour,day_of_week,season,time_of_day,value_normalised
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm10,270.9,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.27113944829242903
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,co,0.92,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.01841104662797679
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no,24.02,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.048040176874287195
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no2,11.41,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.022827849976971907
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,ozone,6.15,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.012351391040212429
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm25,210.16,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.21057325223699636
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:15:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm25,184.23,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.18459102796621207
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:15:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm10,247.74,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.24795812147175403
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:15:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,ozone,6.41,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.012874414113576472
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:15:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,co,0.91,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.018210926555933562
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:15:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no,24.49,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.04898057184017286
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:15:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no2,11.27,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.022547507959710847
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:30:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,co,0.89,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.017810686411847108
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:30:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no,24.86,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.04972088277076372
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:30:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no2,11.18,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.022367288091471597
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:30:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,ozone,8.59,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.01725976142101346
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:30:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm10,233.73,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.23393522040277054
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:30:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm25,156.18,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.15648453391316547
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:45:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm10,229.67,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.22987148176322214
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:45:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,ozone,13.22,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.02657359538130394
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:45:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no2,10.92,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.021846652916558202
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:45:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,pm25,151.51,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.15180512830789888
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:45:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,co,0.87,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.017410446267760657
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 00:45:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no,25.13,"Burari Crossing, Delhi - IMD",0,2,winter,night,0.05026110966605974
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 01:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,co,0.87,"Burari Crossing, Delhi - IMD",1,2,winter,night,0.017410446267760657
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 01:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no,25.52,"Burari Crossing, Delhi - IMD",1,2,winter,night,0.051041437403709554
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-01-01 01:00:00+00:00,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,0.0,125.00755508040508,930.1757989062027,no2,10.52,"Burari Crossing, Delhi - IMD",1,2,winter,night,0.021045675724383747
