station_id,state,city,station_name,timestamp,datetime,at_c,rh_percent,ws_m_s,wd_deg,rf_mm,tot_rf_mm,sr_w_mt2,bp_mmhg,vws_m_s,pollutant,value,station,hour
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,pm10,202.06,"Burari Crossing, Delhi - IMD",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,ozone,8.82,"Burari Crossing, Delhi - IMD",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,no2,3.69,"Burari Crossing, Delhi - IMD",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,no,13.97,"Burari Crossing, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,ozone,11.5,"Aya Nagar, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,no,4.18,"Aya Nagar, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,co,1.47,"Aya Nagar, Delhi - IMD",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,pm25,94.73,"Burari Crossing, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,no2,58.44,"Aya Nagar, Delhi - IMD",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,pm10,168.25,"Aya Nagar, Delhi - IMD",0
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,co,1.04,"Burari Crossing, Delhi - IMD",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,benzene,2.5,"Bawana, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,so2,17.4,"Ashok Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,no,36.7,"Ashok Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,toluene,35.9,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,so2,11.4,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,pm25,57.0,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,pm10,169.0,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,ozone,4.3,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,no2,81.2,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,no,82.1,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,nh3,34.7,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,22.8,62.0,0.3,85.0,,0.0,5.0,745.0,,benzene,2.8,"Anand Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,toluene,51.0,"Ashok Vihar, Delhi - DPCC",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,pm25,32.86,"Aya Nagar, Delhi - IMD",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,pm25,95.0,"Ashok Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,pm10,257.0,"Ashok Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,ozone,3.2,"Ashok Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,no2,96.4,"Ashok Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,nh3,27.1,"Ashok Vihar, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,nh3,20.6,"Bawana, Delhi - DPCC",0
site_108,Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,,,,,,0.0,,,,xylene,18.06,"Aya Nagar, Delhi - IMD",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,no2,45.3,"Bawana, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,benzene,2.4,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,co,1.43,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,eth_benzene,7.5,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,mp_xylene,3.8,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,nh3,43.3,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,no,39.8,"Alipur, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,benzene,5.4,"Ashok Vihar, Delhi - DPCC",0
site_1420,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,17.4,70.0,1.1,55.0,0.0,0.0,8.0,982.0,,co,2.08,"Ashok Vihar, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,no2,64.2,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,ozone,1.3,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,pm10,351.0,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,pm25,113.0,"Alipur, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,so2,12.4,"Alipur, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,no,5.1,"Bawana, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,15.8,72.0,,15.0,0.0,0.0,4.0,993.0,,toluene,25.7,"Alipur, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,pm10,169.0,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,toluene,32.1,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,pm25,96.0,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:00:00+00:00,2025-03-20 00:00:00+00:00,18.2,70.0,0.4,119.0,0.0,0.0,6.0,996.0,,ozone,5.4,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,18.0,72.0,0.5,139.0,0.0,0.0,6.0,996.0,,no2,41.3,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,18.0,72.0,0.5,139.0,0.0,0.0,6.0,996.0,,no,4.7,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,18.0,72.0,0.5,139.0,0.0,0.0,6.0,996.0,,nh3,21.2,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,18.0,72.0,0.5,139.0,0.0,0.0,6.0,996.0,,co,0.82,"Bawana, Delhi - DPCC",0
site_1560,Delhi,Delhi,"Bawana, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,18.0,72.0,0.5,139.0,0.0,0.0,6.0,996.0,,benzene,2.2,"Bawana, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,22.7,63.0,0.3,85.0,,0.0,4.0,745.0,,pm25,57.0,"Anand Vihar, Delhi - DPCC",0
site_5024,Delhi,Delhi,"Alipur, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,15.7,74.0,,15.0,0.0,0.0,4.0,993.0,,ozone,1.6,"Alipur, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,22.7,63.0,0.3,85.0,,0.0,4.0,745.0,,benzene,3.0,"Anand Vihar, Delhi - DPCC",0
site_301,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-03-20 00:15:00+00:00,2025-03-20 00:15:00+00:00,22.7,63.0,0.3,85.0,,0.0,4.0,745.0,,co,3.01,"Anand Vihar, Delhi - DPCC",0
