station_id,state,city,station_name,timestamp,year,month,day,hour,at_c,rh_percent,ws_m_s,wd_deg,rf_mm,sr_w_mt2,bp_mmhg,benzene,co,eth_benzene,mp_xylene,nh3,no,no2,ozone,pm10,pm25,so2,toluene,xylene
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 00:00:00+00:00,2025,2,1,0,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.27,,,,34.06,18.27,9.25,193.54,99.62,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 00:15:00+00:00,2025,2,1,0,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.28,,,,34.06,18.26,6.46,96.53,105.01,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 00:30:00+00:00,2025,2,1,0,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.28,,,,33.69,19.06,7.29,63.92,102.59,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 00:45:00+00:00,2025,2,1,0,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.27,,,,33.26,18.23,7.74,106.79,88.4,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 01:00:00+00:00,2025,2,1,1,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.26,,,,32.39,18.57,8.1,185.61,82.6,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 01:15:00+00:00,2025,2,1,1,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.26,,,,31.96,17.9,8.94,201.23,98.37,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 01:30:00+00:00,2025,2,1,1,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.25,,,,31.4,19.2,9.49,245.38,115.82,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 01:45:00+00:00,2025,2,1,1,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.26,,,,31.49,18.49,8.19,256.48,110.06,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 02:00:00+00:00,2025,2,1,2,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.25,,,,31.95,18.53,6.67,225.85,91.92,,,
site_104,Delhi,Delhi,"Burari Crossing, Delhi - IMD",2025-02-01 02:15:00+00:00,2025,2,1,2,25.761742569327406,63.614580798613304,1.286360586471486,150.75862552083802,0.033737695786758885,125.00755508040508,930.1757989062027,,1.24,,,,32.01,18.5,7.35,161.53,96.02,,,
